Age,Loan_Amount,Income_Level,Income_Source,Default_Status
39.0,20255.0,Medium,Salary,Default
57.0,11447.0,Low,Commission,Default
38.0,39195.0,Medium,Daily Wage,Paid
55.0,12850.0,Low,Commission,Paid
37.0,38400.0,Low,Salary,Paid
46.0,21953.0,Medium,Salary,Default
21.0,33535.0,Low,Small Business,Default
24.0,20000.0,Low,Salary,Paid
45.0,19503.0,High,Daily Wage,Paid
45.0,25493.0,High,Small Business,Paid
21.0,,Medium,Salary,Default
39.0,48170.0,Low,Salary,Paid
29.0,42408.0,Low,Small Business,Paid
62.0,44440.0,Medium,Salary,Paid
,38251.0,Low,Salary,Paid
39.0,14532.0,High,Salary,Paid
61.0,14924.0,Low,Salary,Default
19.0,22546.0,High,Daily Wage,Paid
41.0,36579.0,Medium,Small Business,Paid
51.0,16085.0,Medium,Daily Wage,Paid
44.0,22390.0,Low,Salary,Paid
58.0,23280.0,High,Pension,Paid
18.0,34118.0,Low,Daily Wage,Paid
25.0,14864.0,Medium,Daily Wage,Paid
40.0,43989.0,High,Daily Wage,Paid
55.0,45628.0,Low,Salary,Paid
23.0,36849.0,Medium,Pension,Paid
39.0,37566.0,Medium,Salary,Paid
42.0,20702.0,Low,Daily Wage,Paid
35.0,25385.0,Medium,Salary,Paid
34.0,19336.0,Low,Salary,Default
29.0,,Low,Salary,Paid
23.0,46021.0,Medium,Salary,Paid
43.0,13782.0,Medium,Daily Wage,Default
44.0,33341.0,Low,Small Business,Paid
25.0,34094.0,High,Daily Wage,Paid
36.0,33866.0,High,Daily Wage,Paid
59.0,29049.0,Medium,Small Business,Paid
18.0,40992.0,Medium,Salary,Paid
46.0,24567.0,Low,Daily Wage,Paid
62.0,13513.0,Medium,Pension,Paid
52.0,23335.0,Medium,Salary,Paid
,48590.0,Low,Daily Wage,Paid
31.0,24837.0,Medium,Salary,Paid
52.0,22122.0,Low,Small Business,Paid
62.0,44840.0,Low,Salary,Default
37.0,41007.0,Medium,Daily Wage,Paid
,37684.0,Medium,Salary,Paid
55.0,36393.0,Medium,Salary,Paid
63.0,32754.0,Medium,Small Business,Paid
25.0,30799.0,High,Daily Wage,Paid
60.0,48727.0,Medium,Salary,Paid
37.0,19107.0,Medium,Daily Wage,Paid
50.0,15993.0,Low,Salary,Paid
43.0,40805.0,Low,Commission,Default
56.0,38114.0,Low,Daily Wage,Paid
38.0,47789.0,Medium,Daily Wage,Default
59.0,26138.0,Medium,Salary,Default
60.0,19190.0,Low,Salary,Paid
58.0,36723.0,Low,Daily Wage,Paid
26.0,22886.0,Low,Salary,Paid
41.0,26779.0,Low,Small Business,Paid
54.0,38174.0,High,Salary,Paid
58.0,39086.0,Medium,Salary,Paid
34.0,27322.0,Low,Salary,Paid
41.0,45278.0,Medium,Pension,Default
38.0,28033.0,Medium,Daily Wage,Paid
56.0,30074.0,Medium,Daily Wage,Default
58.0,13435.0,Low,Salary,Paid
56.0,45969.0,Medium,Salary,Paid
30.0,38942.0,Low,Small Business,Paid
28.0,39059.0,High,Daily Wage,Paid
63.0,42826.0,Medium,Small Business,Default
36.0,40297.0,Medium,Small Business,Paid
28.0,31322.0,Low,Salary,Paid
30.0,45739.0,Low,Small Business,Default
63.0,19719.0,Low,Daily Wage,Paid
62.0,24017.0,High,Daily Wage,Paid
18.0,18314.0,Low,Small Business,Paid
57.0,38295.0,Low,Salary,Default
61.0,19628.0,High,Daily Wage,Paid
36.0,21492.0,Medium,Salary,Paid
29.0,46113.0,Medium,Small Business,Default
25.0,25357.0,Low,Salary,Paid
25.0,43329.0,Medium,Daily Wage,Paid
62.0,30365.0,Low,Salary,Paid
,49029.0,Medium,Small Business,Paid
50.0,11737.0,Low,Daily Wage,Paid
62.0,19096.0,Medium,Daily Wage,Paid
43.0,,Medium,Salary,Paid
56.0,22682.0,Medium,Salary,Default
45.0,37499.0,Medium,Daily Wage,Paid
22.0,10294.0,Low,Daily Wage,Default
25.0,42536.0,Low,Daily Wage,Paid
42.0,34596.0,Medium,Daily Wage,Paid
44.0,42649.0,Medium,Daily Wage,Paid
63.0,21434.0,High,Salary,Paid
40.0,48098.0,Medium,Salary,Paid
47.0,14655.0,Medium,Salary,Paid
62.0,27493.0,High,Salary,Paid
64.0,13771.0,Low,Daily Wage,Default
40.0,18563.0,Medium,Salary,Paid
64.0,27558.0,Low,Daily Wage,Default
37.0,43932.0,Low,Daily Wage,Paid
35.0,36567.0,Medium,Daily Wage,Paid
35.0,42376.0,Medium,Commission,Paid
19.0,31922.0,Medium,Daily Wage,Paid
21.0,22388.0,Medium,Pension,Paid
47.0,39332.0,Medium,Salary,Paid
50.0,33495.0,Low,Salary,Paid
53.0,18434.0,Medium,Small Business,Paid
35.0,30991.0,Medium,Daily Wage,Paid
54.0,37472.0,High,Daily Wage,Paid
36.0,36849.0,Low,Commission,Paid
64.0,11541.0,Low,Salary,Default
45.0,12765.0,Medium,Daily Wage,Paid
57.0,47259.0,High,Daily Wage,Paid
37.0,39283.0,Medium,Pension,Paid
50.0,,Medium,Small Business,Paid
29.0,44625.0,High,Salary,Paid
32.0,10769.0,High,Daily Wage,Paid
58.0,27806.0,Medium,Small Business,Paid
56.0,34982.0,Medium,Daily Wage,Paid
19.0,12972.0,Low,Salary,Paid
46.0,28256.0,High,Salary,Paid
58.0,48367.0,Medium,Salary,Paid
27.0,28653.0,High,Salary,Paid
19.0,48043.0,Low,Small Business,Paid
28.0,31133.0,Medium,Small Business,Paid
30.0,49339.0,Medium,Salary,Paid
27.0,35757.0,Medium,Daily Wage,Paid
31.0,47840.0,Low,Daily Wage,Paid
35.0,42069.0,Medium,Daily Wage,Paid
26.0,24706.0,Medium,Salary,Paid
56.0,48231.0,Medium,Salary,Paid
45.0,37909.0,Low,Daily Wage,Paid
20.0,21095.0,Medium,Daily Wage,Paid
37.0,30343.0,Low,Daily Wage,Default
23.0,36469.0,Low,Salary,Paid
44.0,11313.0,Medium,Salary,Paid
19.0,17847.0,High,Salary,Default
46.0,19166.0,Medium,Salary,Paid
55.0,19930.0,Medium,Salary,Paid
20.0,13285.0,Low,Salary,Paid
33.0,45863.0,Medium,Daily Wage,Paid
47.0,26704.0,Low,Salary,Default
57.0,28705.0,High,Salary,Paid
19.0,10555.0,High,Daily Wage,Paid
34.0,31323.0,Medium,Commission,Paid
58.0,15432.0,Medium,Salary,Paid
29.0,,Medium,Salary,Paid
52.0,20619.0,Medium,Salary,Paid
60.0,16854.0,Low,Daily Wage,Default
18.0,17637.0,Low,Daily Wage,Default
62.0,31225.0,Medium,Salary,Default
32.0,36739.0,High,Daily Wage,Paid
43.0,20618.0,Low,Daily Wage,Paid
54.0,46561.0,Low,Commission,Default
38.0,17373.0,Medium,Salary,Default
48.0,45281.0,High,Daily Wage,Paid
42.0,30187.0,Low,Daily Wage,Default
40.0,12327.0,Low,Salary,Default
41.0,42391.0,Medium,Daily Wage,Paid
55.0,28549.0,Medium,Daily Wage,Paid
45.0,49220.0,Low,Salary,Paid
38.0,17642.0,Low,Daily Wage,Paid
60.0,24435.0,Medium,Salary,Paid
35.0,43760.0,Medium,Salary,Default
53.0,48192.0,High,Daily Wage,Paid
52.0,14381.0,Medium,Daily Wage,Paid
62.0,41047.0,Low,Salary,Paid
26.0,29558.0,Medium,Salary,Paid
55.0,40782.0,Medium,Daily Wage,Paid
47.0,14782.0,Low,Daily Wage,Paid
61.0,35881.0,High,Commission,Paid
51.0,39409.0,High,Daily Wage,Paid
49.0,29462.0,Low,Commission,Paid
,12983.0,Low,Daily Wage,Default
20.0,41933.0,Low,Daily Wage,Default
45.0,12523.0,Low,Salary,Paid
61.0,19677.0,Medium,Daily Wage,Default
32.0,20292.0,Medium,Daily Wage,Paid
58.0,25089.0,High,Daily Wage,Paid
40.0,14581.0,Low,Commission,Default
57.0,21907.0,Medium,Salary,Paid
28.0,15609.0,High,Salary,Paid
49.0,32936.0,Medium,Salary,Default
53.0,43988.0,Low,Salary,Paid
50.0,39506.0,Low,Salary,Paid
41.0,23163.0,Low,Daily Wage,Default
56.0,22537.0,High,Daily Wage,Paid
51.0,32419.0,High,Daily Wage,Paid
45.0,19455.0,High,Daily Wage,Paid
54.0,19063.0,High,Daily Wage,Paid
24.0,10834.0,Low,Daily Wage,Paid
21.0,42214.0,High,Pension,Paid
54.0,37398.0,High,Pension,Paid
18.0,44492.0,Low,Daily Wage,Paid
18.0,12413.0,Low,Daily Wage,Default
64.0,19505.0,Medium,Daily Wage,Paid
37.0,47266.0,Low,Daily Wage,Default
36.0,12105.0,Low,Daily Wage,Default
46.0,12568.0,High,Pension,Paid
27.0,47679.0,High,Daily Wage,Paid
35.0,43560.0,Low,Daily Wage,Paid
45.0,24195.0,Medium,Daily Wage,Paid
52.0,25762.0,High,Commission,Paid
60.0,25898.0,Medium,Pension,Paid
64.0,31577.0,Low,Salary,Paid
48.0,11214.0,Medium,Salary,Paid
44.0,30803.0,High,Daily Wage,Paid
28.0,33698.0,High,Daily Wage,Paid
55.0,42980.0,Low,Salary,Paid
22.0,11658.0,Low,Small Business,Paid
25.0,22270.0,High,Daily Wage,Paid
51.0,47792.0,Low,Daily Wage,Paid
29.0,32301.0,Medium,Salary,Paid
55.0,15141.0,Low,Daily Wage,Paid
18.0,48756.0,Low,Salary,Paid
48.0,23777.0,Medium,Salary,Paid
21.0,48346.0,Low,Daily Wage,Paid
62.0,39441.0,High,Salary,Default
22.0,38469.0,Low,Pension,Default
,13845.0,High,Daily Wage,Paid
41.0,33290.0,High,Daily Wage,Paid
20.0,40699.0,Low,Daily Wage,Paid
28.0,43146.0,Medium,Salary,Paid
62.0,13293.0,Low,Small Business,Paid
21.0,26608.0,Medium,Salary,Paid
43.0,10737.0,Medium,Daily Wage,Paid
44.0,26619.0,Low,Commission,Default
63.0,22470.0,Medium,Salary,Paid
60.0,32372.0,Medium,Salary,Paid
44.0,26117.0,High,Daily Wage,Paid
59.0,24779.0,Low,Daily Wage,Paid
,39294.0,Medium,Salary,Default
32.0,31630.0,Low,Salary,Paid
47.0,22178.0,High,Salary,Paid
59.0,29935.0,Low,Daily Wage,Default
54.0,32784.0,Medium,Salary,Paid
54.0,33027.0,Low,Small Business,Paid
59.0,41008.0,Medium,Pension,Paid
54.0,11823.0,High,Daily Wage,Paid
52.0,,Medium,Salary,Paid
40.0,23072.0,Medium,Salary,Paid
23.0,21133.0,Medium,Small Business,Paid
21.0,25111.0,High,Small Business,Paid
35.0,42312.0,Medium,Commission,Paid
26.0,34161.0,High,Commission,Paid
46.0,49287.0,Medium,Daily Wage,Paid
30.0,11777.0,Medium,Salary,Paid
64.0,34014.0,Low,Salary,Default
34.0,24772.0,Medium,Daily Wage,Default
62.0,28161.0,Low,Daily Wage,Default
49.0,17490.0,High,Daily Wage,Paid
39.0,34502.0,Medium,Small Business,Paid
21.0,45757.0,High,Daily Wage,Paid
22.0,42737.0,Low,Small Business,Paid
54.0,27709.0,Low,Salary,Default
58.0,18998.0,High,Salary,Paid
30.0,38906.0,Low,Daily Wage,Paid
51.0,45490.0,Medium,Salary,Paid
62.0,14656.0,High,Salary,Paid
39.0,46901.0,Medium,Daily Wage,Paid
40.0,35735.0,Low,Small Business,Paid
20.0,39092.0,High,Salary,Paid
59.0,11242.0,Low,Daily Wage,Paid
51.0,11831.0,High,Small Business,Paid
49.0,38511.0,Low,Daily Wage,Paid
62.0,17246.0,Medium,Salary,Paid
38.0,41467.0,Low,Salary,Default
,28302.0,Medium,Daily Wage,Paid
61.0,13232.0,Low,Salary,Paid
38.0,46526.0,High,Salary,Paid
61.0,48765.0,Medium,Salary,Paid
28.0,20972.0,Low,Daily Wage,Default
56.0,44592.0,Medium,Daily Wage,Paid
21.0,20683.0,Medium,Daily Wage,Paid
18.0,33664.0,Low,Commission,Paid
45.0,46828.0,Low,Daily Wage,Paid
41.0,43172.0,Medium,Salary,Paid
,28105.0,Low,Small Business,Default
30.0,31700.0,Low,Small Business,Paid
64.0,21017.0,Low,Small Business,Paid
51.0,46613.0,Medium,Commission,Paid
28.0,30594.0,Medium,Salary,Default
53.0,21384.0,Low,Daily Wage,Paid
34.0,40348.0,High,Daily Wage,Paid
52.0,26448.0,High,Daily Wage,Paid
35.0,19491.0,Low,Salary,Paid
57.0,23112.0,Low,Daily Wage,Paid
39.0,41021.0,High,Salary,Paid
,10968.0,Medium,Daily Wage,Paid
36.0,10368.0,Low,Daily Wage,Default
54.0,18424.0,Medium,Salary,Default
56.0,45010.0,Medium,Daily Wage,Paid
38.0,45851.0,Low,Salary,Paid
25.0,35496.0,Medium,Commission,Paid
45.0,40936.0,Medium,Small Business,Paid
22.0,23322.0,Medium,Daily Wage,Paid
34.0,11469.0,High,Pension,Paid
54.0,47493.0,Low,Daily Wage,Paid
53.0,14259.0,Medium,Salary,Paid
36.0,46390.0,Medium,Daily Wage,Paid
44.0,20292.0,Medium,Daily Wage,Paid
51.0,36841.0,Low,Commission,Default
28.0,38365.0,Low,Salary,Paid
62.0,27207.0,Low,Small Business,Paid
64.0,46199.0,Low,Salary,Paid
29.0,32912.0,Low,Small Business,Default
38.0,46919.0,Medium,Commission,Paid
28.0,46981.0,Low,Salary,Paid
56.0,25235.0,Medium,Salary,Default
45.0,43547.0,Low,Salary,Paid
22.0,29276.0,Low,Pension,Paid
34.0,41923.0,Low,Daily Wage,Paid
37.0,15534.0,Low,Salary,Default
58.0,36469.0,Medium,Daily Wage,Paid
63.0,46074.0,Low,Daily Wage,Default
29.0,45670.0,High,Daily Wage,Paid
23.0,42563.0,High,Salary,Paid
34.0,46486.0,Medium,Small Business,Paid
36.0,10021.0,Medium,Salary,Paid
43.0,44268.0,Low,Salary,Paid
61.0,25799.0,Medium,Salary,Paid
61.0,36336.0,Medium,Salary,Paid
49.0,13641.0,Low,Pension,Default
23.0,31596.0,Low,Salary,Paid
53.0,42959.0,Low,Daily Wage,Default
55.0,23306.0,Medium,Daily Wage,Paid
28.0,18587.0,Medium,Small Business,Paid
50.0,41359.0,Low,Commission,Default
41.0,31498.0,Medium,Daily Wage,Paid
40.0,14662.0,Medium,Daily Wage,Paid
32.0,47094.0,Medium,Salary,Paid
44.0,37197.0,Low,Salary,Paid
28.0,30719.0,Medium,Salary,Default
,34665.0,Medium,Commission,Paid
31.0,35032.0,Medium,Small Business,Paid
44.0,22641.0,Medium,Small Business,Paid
35.0,40028.0,Medium,Salary,Paid
45.0,25651.0,Low,Daily Wage,Paid
64.0,18536.0,Medium,Salary,Paid
64.0,16273.0,High,Salary,Paid
21.0,16284.0,Medium,Daily Wage,Paid
24.0,35692.0,Low,Daily Wage,Paid
62.0,18817.0,Low,Salary,Paid
52.0,38955.0,High,Salary,Paid
26.0,36555.0,Low,Salary,Paid
25.0,30378.0,Low,Daily Wage,Paid
62.0,27127.0,Low,Salary,Paid
34.0,27952.0,High,Daily Wage,Paid
34.0,21539.0,Low,Salary,Paid
50.0,24692.0,Medium,Salary,Paid
49.0,28120.0,Medium,Small Business,Paid
25.0,23334.0,Low,Small Business,Default
36.0,38615.0,High,Salary,Paid
55.0,17903.0,Medium,Salary,Default
20.0,38527.0,Medium,Salary,Paid
22.0,25629.0,High,Daily Wage,Paid
30.0,27740.0,High,Salary,Paid
64.0,43782.0,Medium,Salary,Paid
63.0,36708.0,Low,Salary,Paid
48.0,20860.0,High,Salary,Paid
33.0,27438.0,Medium,Pension,Paid
49.0,11764.0,High,Daily Wage,Paid
39.0,16009.0,High,Daily Wage,Paid
46.0,30842.0,Low,Commission,Paid
39.0,43435.0,High,Small Business,Paid
60.0,13370.0,Low,Daily Wage,Paid
20.0,48744.0,Medium,Pension,Paid
27.0,30454.0,Low,Daily Wage,Default
59.0,48367.0,High,Salary,Paid
38.0,13650.0,Medium,Salary,Paid
33.0,35708.0,Medium,Salary,Default
29.0,13190.0,High,Salary,Default
19.0,18789.0,Medium,Daily Wage,Paid
58.0,42125.0,Medium,Daily Wage,Paid
41.0,43159.0,High,Salary,Paid
52.0,27459.0,Medium,Daily Wage,Paid
47.0,45418.0,High,Commission,Paid
47.0,28768.0,High,Salary,Paid
64.0,25563.0,Low,Daily Wage,Default
52.0,37885.0,Medium,Salary,Paid
36.0,31885.0,Low,Daily Wage,Paid
25.0,16895.0,Medium,Daily Wage,Paid
43.0,33958.0,Low,Salary,Paid
57.0,11531.0,Medium,Commission,Default
24.0,15481.0,Low,Salary,Paid
47.0,33932.0,Low,Daily Wage,Paid
24.0,31360.0,Low,Salary,Paid
20.0,34829.0,Low,Daily Wage,Paid
,29932.0,Medium,Daily Wage,Paid
53.0,48931.0,Low,Small Business,Default
42.0,48032.0,Low,Commission,Paid
54.0,25890.0,Low,Daily Wage,Default
18.0,28807.0,Medium,Salary,Paid
32.0,21767.0,High,Commission,Paid
54.0,18071.0,Low,Daily Wage,Paid
30.0,36149.0,Medium,Daily Wage,Paid
57.0,25540.0,Medium,Pension,Paid
25.0,45676.0,Low,Salary,Paid
22.0,14712.0,Medium,Daily Wage,Paid
26.0,36201.0,Low,Salary,Default
18.0,29899.0,Medium,Daily Wage,Default
53.0,29787.0,Low,Salary,Default
52.0,30982.0,High,Small Business,Default
19.0,32606.0,Low,Salary,Default
57.0,20150.0,Medium,Salary,Paid
40.0,30393.0,High,Daily Wage,Paid
26.0,47259.0,Low,Daily Wage,Paid
51.0,37750.0,Medium,Daily Wage,Paid
63.0,18593.0,Low,Small Business,Paid
31.0,27358.0,Medium,Salary,Paid
21.0,26607.0,Low,Daily Wage,Default
47.0,47381.0,Low,Salary,Default
48.0,34811.0,Medium,Small Business,Paid
55.0,38074.0,Medium,Salary,Paid
28.0,30595.0,Medium,Daily Wage,Paid
52.0,36853.0,Low,Daily Wage,Paid
25.0,18183.0,Low,Daily Wage,Paid
20.0,30661.0,Medium,Small Business,Paid
31.0,46495.0,Medium,Salary,Paid
30.0,23703.0,Low,Salary,Default
62.0,40815.0,Low,Small Business,Paid
49.0,39565.0,Low,Commission,Default
51.0,32942.0,Low,Daily Wage,Default
62.0,43161.0,Low,Daily Wage,Paid
36.0,19716.0,Low,Salary,Paid
55.0,43349.0,Medium,Daily Wage,Paid
33.0,10132.0,Medium,Small Business,Paid
19.0,13385.0,Low,Small Business,Paid
57.0,46538.0,Low,Salary,Paid
34.0,45036.0,Low,Daily Wage,Paid
51.0,43743.0,Medium,Daily Wage,Paid
59.0,17213.0,High,Salary,Paid
33.0,36119.0,Medium,Small Business,Paid
55.0,12835.0,Medium,Daily Wage,Paid
19.0,12738.0,High,Daily Wage,Paid
19.0,14134.0,Low,Daily Wage,Paid
43.0,35892.0,Low,Commission,Paid
30.0,49601.0,Medium,Salary,Paid
64.0,18353.0,Low,Pension,Paid
48.0,25690.0,Medium,Small Business,Paid
51.0,11909.0,Medium,Salary,Paid
56.0,35703.0,Medium,Daily Wage,Paid
20.0,24496.0,Low,Daily Wage,Default
25.0,22062.0,Medium,Salary,Paid
40.0,19850.0,Medium,Small Business,Paid
31.0,37701.0,High,Daily Wage,Paid
44.0,44731.0,Medium,Daily Wage,Default
46.0,15153.0,High,Salary,Paid
56.0,20481.0,Low,Daily Wage,Default
56.0,43734.0,Medium,Salary,Paid
18.0,10889.0,Low,Daily Wage,Default
34.0,29445.0,Low,Daily Wage,Paid
58.0,16461.0,High,Salary,Paid
47.0,48934.0,High,Salary,Paid
,38205.0,Low,Salary,Default
38.0,33351.0,Low,Daily Wage,Paid
36.0,26006.0,Low,Small Business,Paid
36.0,20940.0,High,Daily Wage,Paid
42.0,21258.0,Low,Daily Wage,Default
39.0,34485.0,Low,Salary,Default
48.0,33763.0,Low,Daily Wage,Paid
34.0,11067.0,Medium,Salary,Paid
40.0,30607.0,High,Commission,Paid
49.0,19018.0,Low,Salary,Paid
27.0,25187.0,Medium,Salary,Paid
27.0,47375.0,Low,Salary,Paid
53.0,13985.0,Medium,Daily Wage,Paid
25.0,29563.0,Medium,Salary,Paid
37.0,47306.0,Low,Daily Wage,Default
49.0,,Low,Commission,Paid
31.0,49139.0,High,Daily Wage,Paid
45.0,11726.0,Low,Salary,Paid
63.0,36582.0,Medium,Pension,Paid
41.0,15791.0,Low,Small Business,Paid
32.0,18458.0,Low,Commission,Paid
39.0,27221.0,Medium,Salary,Paid
47.0,30968.0,High,Daily Wage,Paid
,27070.0,Medium,Small Business,Default
30.0,37937.0,Low,Daily Wage,Paid
40.0,47415.0,Medium,Daily Wage,Paid
25.0,30802.0,Medium,Salary,Default
35.0,20420.0,Medium,Salary,Paid
29.0,16642.0,Medium,Small Business,Paid
48.0,,Low,Commission,Paid
31.0,38754.0,Medium,Small Business,Paid
51.0,14357.0,Medium,Daily Wage,Paid
35.0,31263.0,Low,Salary,Paid
51.0,23201.0,Medium,Small Business,Paid
28.0,12739.0,Low,Commission,Paid
58.0,23231.0,Low,Salary,Paid
29.0,31168.0,High,Daily Wage,Paid
32.0,42624.0,Low,Small Business,Paid
48.0,20635.0,Low,Daily Wage,Default
46.0,19964.0,Medium,Salary,Paid
,37785.0,High,Salary,Paid
35.0,39510.0,High,Salary,Paid
49.0,27261.0,Medium,Salary,Paid
39.0,29254.0,Low,Salary,Default
55.0,21392.0,High,Salary,Paid
34.0,22336.0,Medium,Daily Wage,Paid
40.0,21939.0,Low,Daily Wage,Paid
41.0,37412.0,High,Daily Wage,Paid
25.0,26676.0,Low,Salary,Paid
58.0,19843.0,Low,Daily Wage,Default
23.0,35112.0,High,Salary,Paid
22.0,40598.0,Medium,Salary,Default
61.0,45454.0,Low,Salary,Paid
,43001.0,Low,Salary,Paid
45.0,37228.0,Medium,Salary,Paid
28.0,24429.0,Low,Salary,Default
18.0,28758.0,Low,Salary,Default
,12272.0,Medium,Daily Wage,Paid
36.0,27350.0,High,Small Business,Paid
26.0,32538.0,Medium,Small Business,Paid
44.0,13400.0,Medium,Daily Wage,Paid
51.0,25371.0,Medium,Salary,Paid
61.0,47310.0,Medium,Pension,Default
21.0,46291.0,Low,Daily Wage,Paid
53.0,28147.0,High,Salary,Paid
35.0,13291.0,Medium,Daily Wage,Paid
32.0,45256.0,Low,Salary,Paid
30.0,20892.0,Low,Small Business,Default
36.0,44326.0,Medium,Salary,Paid
23.0,47458.0,Low,Salary,Paid
29.0,48889.0,Low,Pension,Default
54.0,47207.0,Medium,Salary,Paid
34.0,35995.0,High,Salary,Paid
40.0,15409.0,Medium,Salary,Paid
43.0,39823.0,Low,Salary,Default
46.0,17869.0,Low,Small Business,Paid
50.0,45724.0,Medium,Commission,Paid
44.0,32401.0,Low,Small Business,Paid
42.0,35958.0,Medium,Salary,Default
27.0,20766.0,Low,Daily Wage,Paid
64.0,29768.0,High,Small Business,Paid
40.0,40794.0,Medium,Salary,Paid
38.0,36145.0,Low,Small Business,Default
38.0,20086.0,High,Daily Wage,Paid
60.0,36442.0,Low,Pension,Default
30.0,26412.0,Low,Daily Wage,Default
54.0,35596.0,High,Daily Wage,Paid
,,Low,Salary,Paid
41.0,33332.0,Medium,Salary,Paid
61.0,25764.0,Low,Daily Wage,Default
28.0,37563.0,Low,Salary,Paid
34.0,32139.0,Low,Salary,Paid
21.0,46370.0,Medium,Daily Wage,Paid
64.0,15062.0,Medium,Daily Wage,Paid
42.0,17244.0,Low,Small Business,Paid
47.0,16372.0,Low,Daily Wage,Paid
26.0,49873.0,High,Daily Wage,Paid
38.0,29965.0,High,Salary,Paid
37.0,26956.0,Medium,Salary,Paid
36.0,23894.0,High,Small Business,Paid
36.0,43382.0,Medium,Small Business,Paid
29.0,14050.0,Low,Small Business,Paid
54.0,26709.0,Low,Daily Wage,Paid
59.0,25722.0,Low,Salary,Default
34.0,25210.0,High,Salary,Paid
54.0,46545.0,Medium,Daily Wage,Paid
56.0,48674.0,Medium,Daily Wage,Paid
45.0,44489.0,Low,Salary,Paid
58.0,27733.0,Medium,Daily Wage,Paid
52.0,30080.0,Medium,Commission,Paid
64.0,46664.0,High,Small Business,Paid
35.0,49709.0,Low,Daily Wage,Default
31.0,48014.0,Medium,Daily Wage,Paid
52.0,37250.0,Low,Commission,Paid
61.0,30229.0,Medium,Salary,Paid
58.0,26475.0,Medium,Small Business,Paid
24.0,39011.0,Low,Salary,Paid
58.0,18128.0,Medium,Small Business,Paid
30.0,42450.0,Low,Salary,Default
35.0,28897.0,High,Daily Wage,Paid
54.0,18168.0,Low,Daily Wage,Default
30.0,16861.0,Medium,Salary,Paid
53.0,23750.0,High,Pension,Paid
48.0,26988.0,Low,Daily Wage,Default
19.0,12979.0,Medium,Salary,Paid
33.0,33524.0,Medium,Daily Wage,Paid
26.0,17065.0,Low,Small Business,Paid
26.0,47684.0,Medium,Small Business,Paid
55.0,33184.0,Medium,Salary,Paid
28.0,43365.0,High,Daily Wage,Paid
39.0,33704.0,High,Daily Wage,Paid
50.0,15622.0,Medium,Salary,Paid
53.0,28261.0,Medium,Salary,Default
62.0,38419.0,High,Daily Wage,Default
40.0,44467.0,Medium,Commission,Paid
62.0,35605.0,Low,Salary,Paid
62.0,39171.0,Medium,Salary,Paid
51.0,32164.0,High,Daily Wage,Paid
26.0,23796.0,Medium,Daily Wage,Paid
41.0,46854.0,Medium,Salary,Paid
25.0,41320.0,Low,Salary,Paid
24.0,10665.0,High,Salary,Paid
53.0,42694.0,Medium,Small Business,Paid
35.0,34230.0,Medium,Salary,Paid
20.0,32995.0,Low,Daily Wage,Paid
45.0,36784.0,Low,Pension,Default
23.0,24605.0,Medium,Salary,Paid
61.0,27463.0,High,Daily Wage,Paid
61.0,18419.0,Low,Daily Wage,Default
38.0,43837.0,Low,Small Business,Paid
,15263.0,Low,Small Business,Default
57.0,44131.0,Low,Daily Wage,Default
18.0,47276.0,Low,Salary,Paid
53.0,44523.0,Medium,Salary,Default
38.0,10519.0,High,Pension,Paid
60.0,41106.0,Low,Salary,Default
52.0,20514.0,Medium,Small Business,Paid
30.0,17233.0,Low,Salary,Paid
27.0,11102.0,Low,Daily Wage,Paid
61.0,10597.0,Low,Daily Wage,Paid
64.0,29657.0,Medium,Daily Wage,Paid
27.0,48549.0,Low,Salary,Paid
63.0,16256.0,Medium,Pension,Paid
30.0,39401.0,Low,Daily Wage,Paid
54.0,16554.0,Low,Salary,Paid
55.0,22664.0,Low,Daily Wage,Paid
41.0,34386.0,High,Small Business,Paid
19.0,14846.0,Medium,Pension,Default
39.0,36205.0,High,Daily Wage,Paid
34.0,35570.0,Low,Salary,Paid
53.0,40255.0,Low,Daily Wage,Paid
31.0,31182.0,Low,Salary,Default
27.0,49373.0,Low,Daily Wage,Paid
52.0,26043.0,Medium,Salary,Paid
42.0,45754.0,Low,Salary,Paid
20.0,10400.0,Low,Salary,Default
64.0,29239.0,Medium,Daily Wage,Paid
55.0,20416.0,Medium,Salary,Paid
34.0,13412.0,High,Salary,Paid
29.0,26440.0,Low,Salary,Default
41.0,34406.0,Medium,Daily Wage,Paid
46.0,11875.0,Low,Small Business,Paid
60.0,47066.0,High,Salary,Paid
42.0,46536.0,Medium,Daily Wage,Paid
53.0,15752.0,Medium,Daily Wage,Paid
43.0,31217.0,Low,Commission,Default
55.0,22489.0,Medium,Daily Wage,Paid
18.0,11353.0,Low,Pension,Paid
37.0,36986.0,Medium,Salary,Paid
45.0,31371.0,High,Salary,Paid
33.0,49365.0,High,Salary,Paid
64.0,24691.0,Medium,Daily Wage,Paid
34.0,14311.0,High,Daily Wage,Paid
57.0,20794.0,Low,Daily Wage,Default
45.0,12934.0,High,Small Business,Paid
29.0,26406.0,Medium,Salary,Default
44.0,20394.0,Medium,Salary,Paid
59.0,36872.0,High,Daily Wage,Paid
64.0,30800.0,High,Salary,Paid
47.0,,Low,Daily Wage,Paid
58.0,31352.0,Medium,Daily Wage,Paid
51.0,46439.0,Low,Daily Wage,Paid
54.0,38312.0,High,Salary,Paid
